,Site_plot,Lat.deci..N.,Long.Deci..E.,Acacia mearnsii,Cestrum aurantiacum,Eucalyptus spp,Ipomea purpurea,Pinus radiata,Solanum mauritianum,Ageratina adenophora,Ageratum conyzoides,Ageratum houstonianum,Urena lobata,Malvaceae,Lantana camara,Solanum anguivi,UID1,Meliaceae,Clitoria ternetea,Berberis tinctoria,Desmodium uncinatum,Asparagus racemosus,Oxalis corniculata,Urticaceae,Asteraceae,Achyranthes aspera,Apiaceae,Tridax procumbens,sp124858,Vincetoxicum sp,Sp12254,Sp120529,sp110222,sp105132,sp122024,sp124847,sp113255,pilea wightii,sp101440,Pteridium aquilinum,No_pic,Site,Tot_bas_ar,Canopy,Fire,TCI_2x2,Slope,TRI,Sine.aspect,Cosine.aspect,TWI,Ann.Temp,Temp.seasonality,Ann.prec,Mxtmp_hotmnths,Mntmp_cldmnths,Prec_seasnlty,Prec_drymnths,Prec_cldmnths,Ln_elevation,Tot_ct_tree,ln_shlbfr5ha,rds_lngth_1ha,TPI,Type2,Moss,Elevation
1,BCS897_1,10.2258722,77.2086301,0,0,5,0,0,0,43,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,BCS897,0.022472678,71.4,0,-3.557608843,22.33722305,30.87069893,0.666213358,0.745761196,-0.587786674,17.95000076,108.9,1823.8,24.75,11.35,52.5,25.3,348,7.305860033,3,0,43,-0.375,Eucalyptus,10,1489
2,BCZ931_2,10.2193543,77.2397437,0,0,0,0,0,0,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCZ931,0.375947849,73.8,0,-4.998429775,23.2448864,33.10589218,-0.761939364,0.647648366,-0.587786674,18.54999924,112,1803.1,25.35,11.85,52.6,25.2,346.9,7.356918242,9,0,0,-1,Eucalyptus,10,1567
3,BDD930_2,10.2154763,77.2393207,0,0,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,BDD930,0.007647395,44.8,0,-22.57657242,10.16367054,15.32971001,-0.961523982,-0.274721009,2.086362123,17.75,112,1827.3,24.55,11.05,52.7,25.2,344.7,7.356918242,1,0,33,-1.875,Eucalyptus,10,1567
4,BDF965_1,10.2130909,77.270978,1,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,BDF965,0.353029537,73.8,0,8.242478371,18.73837852,29.46183968,-0.99264591,0.121054106,-1.280933857,14.05000019,109.9,1748.3,20.65,7.25,52.9,24.7,343.5,7.719573989,9,0,0,3.75,Acacia-Eucalyptus,30,2252
5,BDF965_2,10.2137805,77.2710469,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BDF965,0.351318621,75.6,0,25.70792198,7.932157993,16.4924221,-0.763386282,0.645942245,-1.280933857,14.05000019,109.9,1748.3,20.65,7.25,52.9,24.7,343.5,7.714677474,8,0,0,3.5,Acacia,30,2241
6,BDG990_1,10.2121937,77.2933979,43,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,BDG990,0.652057802,36.2,0,-4.485610485,27.14015579,39.02563095,-0.40540078,-0.914139053,1.203972816,14.25,111.9,1719.7,20.85,7.35,53.2,24.5,346.7,7.660114319,8,0,0,-0.375,Acacia-Eucalyptus,10,2122
7,BDG990_2,10.2126137,77.2934398,0,0,3,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,BDG990,1.216389399,27.8,0,-4.999053001,27.23370743,40.19950104,-0.39582951,-0.918324016,1.021651268,14.25,111.9,1719.7,20.85,7.35,53.2,24.5,346.7,7.666221926,10,0,0,-2.5,Acacia-Eucalyptus,10,2135
8,BDH977_1,10.2111586,77.2817819,11,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,BDH977,0.107851347,37.6,0,-18.91502953,19.46007156,28.16025543,-0.138196198,0.990404872,1.663505197,13.75,110,1732.5,20.45,7.05,53,24.5,343.5,7.7164608,4,0,0,-2.375,Acacia,30,2245
9,BDH977_2,10.2117906,77.2819426,8,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,BDH977,0.066280076,34.4,0,-4.668277264,17.93837738,24.59674835,-0.694369424,0.719618721,-0.587786674,13.75,110,1732.5,20.45,7.05,53,24.5,343.5,7.711101252,2,0,0,-1.125,Acacia,60,2233
10,BDJ870_2,10.2101909,77.1842761,0,0,0,0,0,0,0,7,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,BDJ870,0.212081919,54,0,0.009731694,27.04978561,39.92493057,0.358979123,0.933345589,-0.182321563,18.85000038,105.5,1975.8,25.75,12.25,52.9,26.5,351.5,7.241366283,6,10.76159817,0,-3,Eucalyptus,10,1396
11,BDX959_1,10.1979659,77.2644203,0,0,12,0,0,0,5,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,BDX959,0.298367772,66.2,0,-6.594804764,17.43570709,24.61706734,-0.953779955,-0.300505902,1.284015417,16.64999962,112.6,1798,23.45,9.75,53.1,24.7,337.3,7.530479995,7,0,0,-1.75,Eucalyptus,10,1864
12,BDX959_2,10.1969042,77.2650252,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,BDX959,0.312063055,73.6,0,2.655169725,28.14555931,41.98809433,-0.958875461,-0.283827147,-0.587786674,16.64999962,112.6,1798,23.45,9.75,53.1,24.7,337.3,7.542213463,6,0,0,-3.125,Eucalyptus,10,1886
13,BDX959_3,10.1982517,77.2649989,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,BDX959,0.038022116,67.6,0,-1.088559389,37.84056473,58.4807663,-0.961523982,-0.274721009,1.021651268,16.64999962,112.6,1798,23.45,9.75,53.1,24.7,337.3,7.552762084,4,0,0,0.75,Eucalyptus,10,1906
14,BDX959_4,10.1968,77.2650752,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BDX959,0.176765438,72,0,1.744022012,24.80552101,35.87478256,-0.904818684,-0.425797075,0.328504086,16.64999962,112.6,1798,23.45,9.75,53.1,24.7,337.3,7.540621529,5,0,0,0.125,Eucalyptus,10,1883
15,BDX959_5,10.1964212,77.2659038,0,0,4,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BDX959,0.404683274,67.2,0,-12.89562511,31.15966415,46.57252502,-0.943115519,-0.332465212,2.480266333,16.64999962,112.6,1798,23.45,9.75,53.1,24.7,337.3,7.56112159,13,0,0,-2.625,Eucalyptus,10,1922
16,BDX959_6,10.1965626,77.264598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,BDX959,0.543156032,65.4,0,2.089198589,21.9916153,30.96772575,-0.913811514,-0.406138545,0.510825634,16.64999962,112.6,1798,23.45,9.75,53.1,24.7,337.3,7.534762657,8,0,0,1.875,Eucalyptus,10,1872
17,BDX959_7,10.197115,77.2645143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,BDX959,0.298025589,68,0,8.986177444,18.13707733,24.91987228,-0.964763853,-0.263117288,0.79850769,16.64999962,112.6,1798,23.45,9.75,53.1,24.7,337.3,7.533158807,6,0,0,1.375,Eucalyptus,10,1869
18,BDX959_8,10.1976955,77.2645087,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,BDX959,0.241223189,66.6,0,-13.6784687,15.93134022,24.81934738,-0.948683366,0.316227562,0.91629076,16.64999962,112.6,1798,23.45,9.75,53.1,24.7,337.3,7.529943371,6,0,0,-3.25,Eucalyptus,10,1863
19,BDZ967_1,10.194818,77.2732549,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BDZ967,0.747017598,70.4,0,-4.178162098,17.9870224,27.14774323,-0.999279741,0.037947325,-0.587786674,14.14999962,109.9,1785.5,20.85,7.25,53.1,24.7,338.7,7.734996194,11,0,0,-1.375,Acacia-Eucalyptus,22.72727273,2287
20,BDZ967_2,10.1952552,77.2732857,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BDZ967,0.124164729,73.6,0,35.1495285,2.999646664,16.34013557,-0.780869008,0.624694799,-1.280933857,14.14999962,109.9,1785.5,20.85,7.25,53.1,24.7,338.7,7.736743682,6,0,0,4.625,Acacia,33.33333333,2291
21,BDZ967_3,10.1958044,77.2731956,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BDZ967,0.232230935,74.8,0,57.21961212,3.259894371,12.08304596,0,1,-1.280933857,14.14999962,109.9,1785.5,20.85,7.25,53.1,24.7,338.7,7.734996194,8,0,0,3.25,Acacia,25,2287
22,BDZ967_4,10.195399,77.27292,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,BDZ967,0.264260868,67,0,3.665483236,21.86136627,34.98571014,-0.971921009,-0.235307359,-1.280933857,14.14999962,109.9,1785.5,20.85,7.25,53.1,24.7,338.7,7.733683571,8,0,0,4.5,Acacia,35,2284
23,BEL955_1,10.1846933,77.2616236,5,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEL955,0.284489461,74.4,0,-11.17901134,19.0224514,29.66479301,-0.903737838,-0.428086347,2.762117386,16.85000038,112.9,1812.1,23.75,9.95,53.2,24.7,334.9,7.433075349,11,0,0,-3.75,Eucalyptus,11.81818182,1691
24,BEL955_2,10.1842477,77.2619221,1,0,2,0,0,0,4,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,BEL955,0.120432545,65.4,0,1.843753457,34.86105728,54.08327103,-0.894427214,-0.447213549,0.105360508,16.85000038,112.9,1812.1,23.75,9.95,53.2,24.7,334.9,7.433075349,5,0,0,-6.375,Eucalyptus,10,1691
25,BEO992_1,10.1818617,77.2954137,12,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,BEO992,0.60127146,50,0,6.592710972,24.15477562,35.52463913,-0.454470233,0.890761925,-1.280933857,15.14999962,114.5,1753.3,21.95,8.15,53.5,24.5,336.5,7.577633833,6,0,0,3.5,Acacia-Eucalyptus,10,1954
26,BEO992_2,10.18152,77.2956158,10,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEO992,0.810106618,56,0,-1.736855149,21.07390404,30.57777023,-0.59319885,0.805055976,-0.587786674,15.14999962,114.5,1753.3,21.95,8.15,53.5,24.5,336.5,7.588829878,6,0,0,-3.625,Acacia-Eucalyptus,10,1976
27,BER779_1,10.1797462,77.1016198,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BER779,0.427529966,50.4,0,9.545742035,28.60735703,46.31414413,0.932568081,0.360994146,-1.280933857,19.04999924,103.4,2698.4,26.35,12.55,56.2,32,388.5,7.282073658,6,9.589324603,0,6.875,Eucalyptus,10,1454
28,BER779_2,10.1801501,77.1014999,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BER779,0.138257899,42.8,0,-0.212322444,22.0627594,32.66496658,0.961905107,0.273383549,0.79850769,19.04999924,103.4,2698.4,26.35,12.55,56.2,32,388.5,7.280008253,3,9.242517104,0,2.625,Eucalyptus,10,1451
29,BER779_3,10.1803479,77.1010096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BER779,0.228252062,75.4,0,1.949211359,18.25081635,27.80287743,0.958168107,0.286206007,0.91629076,19.04999924,103.4,2698.4,26.35,12.55,56.2,32,388.5,7.286876412,7,9.272657678,0,0.875,Eucalyptus,10,1461
30,BER779_4,10.1800903,77.1010103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BER779,0.107461418,76.6,0,-10.52778625,26.72441673,49.16299438,0.804851465,0.5934763,0.664976239,19.04999924,103.4,2698.4,26.35,12.55,56.2,32,388.5,7.284820913,6,9.286838343,0,-11.125,Eucalyptus,10,1458
31,BER779_7,10.180754,77.1003203,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,BER779,0.325941366,68.2,0,-2.82229805,35.3228302,53.31041336,0.996703769,0.081127038,1.810108542,19.04999924,103.4,2698.4,26.35,12.55,56.2,32,388.5,7.308542798,7,9.071652852,0,0.5,Eucalyptus,10,1493
32,BER779_8,10.180631,77.1013504,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BER779,0.101604516,57.4,0,4.200097084,27.59124947,41.1096077,0.902134208,0.431455527,1.021651268,19.04999924,103.4,2698.4,26.35,12.55,56.2,32,388.5,7.277938573,5,8.868976189,0,5.25,Eucalyptus,10,1448
33,BES992_1,10.1777389,77.2953825,5,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,BES992,0.482525956,53.8,0,5.786718369,8.80047226,20.78460884,0.052558822,0.99861783,-0.587786674,15.14999962,114.5,1753.3,21.95,8.15,53.5,24.5,336.5,7.599401333,6,0,0,-3.75,Acacia,20,1997
34,BES992_2,10.1781631,77.2954228,5,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BES992,0.206408046,36.8,0,-10.33760071,17.34421158,22.75961304,0.825949886,0.563743547,-0.182321563,15.14999962,114.5,1753.3,21.95,8.15,53.5,24.5,336.5,7.596392304,4,0,0,1.25,Acacia,25,1991
35,BET992_1,10.1768294,77.2954972,8,0,3,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,BET992,0.335625944,54.6,0,-15.07970238,11.63868618,15.96871948,0.996815279,-0.079745221,0.105360508,15.14999962,114.5,1753.3,21.95,8.15,53.5,24.5,336.5,7.602900462,6,0,0,-1.375,Acacia,30,2004
36,BET992_2,10.1772926,77.2952907,9,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,BET992,0.606889629,78.4,0.2,31.62689781,8.849356651,15.90597343,0.948683282,0.316227815,-1.280933857,15.14999962,114.5,1753.3,21.95,8.15,53.5,24.5,336.5,7.607381426,7,0,0,3.375,Acacia-Eucalyptus,12.85714286,2013
37,BEV1067_1,10.17444,77.36306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEV1067,0.806541547,81.6,1,-28.36284256,12.03796673,19.31320763,-0.923076869,0.384615514,1.11696136,14.14999962,118.8,1688.6,20.95,6.65,54.6,25.1,354.4,7.658227526,9,0,0,-1.375,Pinus,18.88888889,2118
38,BEV1067_2,10.175,77.36278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEV1067,1.138451223,75.4,1,-3.108181,22.89163208,42.10700607,-0.570214686,-0.821495716,0.664976239,14.14999962,117.8,1678.2,20.85,6.65,54.5,25,355.1,7.656337166,9,0,0,-9.625,Pinus,10,2114
39,BEV1067_3,10.175,77.36389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEV1067,1.179131227,73,1,7.669460773,10.93275452,18.27566719,-0.316227815,-0.948683282,-1.280933857,14.14999962,117.8,1678.2,20.85,6.65,54.5,25,355.1,7.667626092,9,0,0,3.5,Pinus,14.44444444,2138
40,BEV1067_4,10.17528,77.36417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEV1067,1.292958842,79.6,1,10.67064381,20.40840721,33.33166504,-0.098421044,-0.995144863,-0.587786674,14.14999962,117.8,1678.2,20.85,6.65,54.5,25,355.1,7.669495251,7,0,0,-2.375,Pinus,10,2142
41,BEV1067_5,10.17444,77.36417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEV1067,0.297388969,77.4,1,-7.942247391,13.61369896,26.81417465,-0.285805356,0.958287691,-0.182321563,14.14999962,118.8,1688.6,20.95,6.65,54.6,25.1,354.4,7.664815785,5,0,0,-6.375,Pinus,10,2132
42,BEV1067_6,10.17417,77.36417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEV1067,1.330829761,77.8,1,1.362446189,25.17087936,35,-0.242535819,0.970142452,-0.587786674,14.14999962,118.8,1688.6,20.95,6.65,54.6,25.1,354.4,7.671826798,11,0,0,-0.375,Mixed,10,2147
43,BEV1067_7,10.17444,77.36333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEV1067,0.779596615,70.2,1,-21.89478874,12.07995605,21.37755775,-0.725952672,0.687744661,0.664976239,14.14999962,118.8,1688.6,20.95,6.65,54.6,25.1,354.4,7.660114319,6,0,0,-2.875,Pinus,10,2122
44,BEV1067_8,10.17417,77.36278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,BEV1067,0.414908979,81.2,1,-19.30596542,11.54924393,20.76054001,-0.478852344,0.877895456,0.664976239,14.14999962,118.8,1688.6,20.95,6.65,54.6,25.1,354.4,7.658699558,13,0,0,-0.875,Pinus,14.61538462,2119
45,BEX1057_1,10.17278,77.35417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,BEX1057,0.341482846,77.8,1,17.06966782,5.982685566,9.899495125,0.780868842,-0.624695007,-1.280933857,13.94999981,118.6,1696.7,20.75,6.55,54.4,25.1,353.5,7.669961995,8,0,0,1,Pinus,10,2143
46,BEX1057_2,10.17306,77.35444,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEX1057,0.364210172,74.6,1,-4.803215027,16.13886642,22.09072113,0.734803549,-0.678279989,-0.182321563,13.94999981,118.6,1696.7,20.75,6.55,54.4,25.1,353.5,7.669028289,13,0,0,0.25,Mixed,10,2141
47,BEX1061_1,10.17222,77.35861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEX1061,0.254496712,78.6,0.4,-23.16784477,18.469944,30.33150101,-0.04872241,-0.998812358,0.105360508,14.14999962,118.8,1688.6,20.95,6.65,54.6,25.1,354.4,7.676937146,8,0,0,-5.25,Acacia,15,2158
48,BEX1061_2,10.17278,77.35861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEX1061,0.998752972,72.2,1,-19.56009102,8.560761452,21.0950222,0.953993712,0.299826612,-0.587786674,14.14999962,118.8,1688.6,20.95,6.65,54.6,25.1,354.4,7.68017564,15,0,0,-6.125,Pinus,12.66666667,2165
49,BEX1061_3,10.17361,77.35861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEX1061,1.030918186,75,0.8,-38.20759201,8.881295204,18.43908882,-0.99861783,0.052558823,0.664976239,14.14999962,118.8,1688.6,20.95,6.65,54.6,25.1,354.4,7.676937146,21,0,0,-4.75,Pinus,11.9047619,2158
50,BEX1061_4,10.17333,77.35722,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEX1061,0.200169172,76.4,1,33.46795654,7.889173031,13.78404903,-0.058721925,0.998274379,-0.587786674,13.94999981,118.6,1696.7,20.75,6.55,54.4,25.1,353.5,7.68386398,7,0,0,-1,Acacia,41.42857143,2173
51,BEX1061_5,10.17306,77.35806,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEX1061,0.409274894,75.6,1,7.326615334,4.483864307,10.77032948,0.467887708,0.883787923,-0.587786674,13.94999981,118.6,1696.7,20.75,6.55,54.4,25.1,353.5,7.684324068,17,0,0,1.5,Acacia,10,2174
52,BEX1061_6,10.1725,77.35806,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEX1061,0.278377911,76.8,1,42.31199265,6.364834309,15.93737698,0.993883729,0.110431577,-1.280933857,13.94999981,118.6,1696.7,20.75,6.55,54.4,25.1,353.5,7.685243608,12,0,0,0.25,Acacia,10,2176
53,BEX1061_7,10.17222,77.3575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEX1061,0.341124747,75.8,1,-9.257206917,17.05085182,30.90307426,-0.666015769,-0.745937662,-0.587786674,13.94999981,118.6,1696.7,20.75,6.55,54.4,25.1,353.5,7.681099002,11,0,0,-5.875,Acacia,30,2167
54,BEX1061_8,10.17278,77.35722,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEX1061,0.313829675,61.4,0,83.48651886,1.044309258,10.77032948,0.447213549,-0.894427214,-1.280933857,13.94999981,118.6,1696.7,20.75,6.55,54.4,25.1,353.5,7.686621335,13,0,0,0,Acacia,11.53846154,2179
55,BFB764_1,10.1706954,77.0865128,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,BFB764,0.144035223,66.8,0,-1.140794158,32.67866516,48.1040535,0.959568965,-0.281473626,2.120263577,15.85000038,101.7,2863.9,23.15,9.35,57.3,32.9,397,7.513709248,5,0,0,-0.5,Eucalyptus,10,1833
